"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"3090",688,340,249,414,203,2947,0,44,1244,1137
"3091",1,3,2,4,4,4,1,7,0,5
"3092",72,59,40,125,64,71,39,79,59,38
"3093",1364,265,145,394,165,139,150,134,258,149
"3094",0,51,18,18,173,0,2,31,8,59
"3095",1299,1047,288,1220,348,391,466,947,373,526
"3096",7,19,63,4,7,37,3,4,10,7
"3097",4,4,4,0,30,0,7,4,3,4
"3098",37,54,4,44,30,49,19,28,19,38
"3099",16,24,1,6,4,2,35,25,0,2
"3100",175,138,82,135,100,156,103,111,53,118
"3101",194,74,143,28,1246,155,138,240,204,367
"3102",0,8,4,3,1,0,6,3,0,4
"3103",313,111,113,388,193,327,343,276,128,217
"3104",21,25,13,46,6,13,26,26,6,14
"3105",534,252,129,429,278,322,212,280,235,234
"3106",480,449,201,331,567,458,335,3233,411,413
"3107",5084,2959,2041,4446,3693,2330,2559,33368,3231,2812
"3108",922,687,731,818,1383,939,463,703,696,870
"3109",29124,3365,2651,6217,2470,2675,3734,2831,1636,3688
"3110",720,157,149,199,196,157,151,243,96,163
"3111",2,0,0,0,9,0,5,0,0,107
"3112",23,7,3,5,15,6,10,2,4,15
"3113",44,64,30,11,29,9,29,7,28,10
"3114",1792,2222,633,1969,2413,1637,1513,2327,1720,907
"3115",2212,1806,1386,2135,2259,1682,1977,1641,1293,1312
"3116",51,50,12,15,46,89,72,30,31,14
"3117",20,0,2,0,1,10,0,2,1,0
"3118",25,10,21,9,22,8,8,22,6,5
"3119",1636,995,856,849,1236,759,998,868,543,722
"3120",13,8,31,19,22,30,7,10,156,108
"3121",1125,1292,775,954,1252,1011,879,1100,1604,1362
"3122",1484,1304,746,1530,1330,1103,741,1283,1679,680
"3123",2207,2105,792,1138,2540,2395,3202,3670,1336,1048
"3124",10622,11862,5543,8861,8852,5939,7222,13940,6080,6920
"3125",23,9,15,38,35,34,3,23,7,19
"3126",5,3,0,0,1,0,0,7,0,1
"3127",2496,1747,1895,1793,1588,1963,1623,2633,1245,1274
"3128",1226,411,143,48,255,94,33,564,207,318
"3129",9677,17778,67352,20690,12994,12560,9010,14663,11414,7879
"3130",779,362,455,157,299,266,96,103,581,82
"3131",256,250,220,431,286,268,192,259,209,327
"3132",31,18,19,30,44,24,30,26,69,18
"3133",5125,3349,2293,3804,3991,3857,2605,2423,1940,2638
"3134",11028,190012,6665,12319,20327,12818,11288,17037,12723,7297
"3135",508,295,1106,410,649,284,211,484,391,517
"3136",79,64,28,61,24,49,24,233,39,42
"3137",695,1102,584,1071,4896,523,605,9981,511,520
"3138",12,2,4,3,5,3,6,8,3,10
"3139",257,1069,361,389,179,579,446,4718,474,304
"3140",256,114,195,90,241,166,122,101,74,113
"3141",45,29,212,289,233,163,64,56,67,211
"3142",1281,987,1142,1746,2028,570,782,997,1043,390
"3143",11,6,3,154,6,2,1,0,1,5
"3144",1011,1360,269,1034,590,700,579,399,291,935
"3145",4218,927,1013,2076,4251,1652,1855,2829,5513,1522
"3146",239,224,1129,262,129,252,261,163,168,86
"3147",81,159,79,161,228,117,87,107,48,113
"3148",695,429,359,856,569,283,268,416,369,403
"3149",0,11,5,5,26,1,6,3,1,4
"3150",0,28,0,0,0,0,0,0,0,2
"3151",3685,2733,1022,2438,2440,1601,1603,1872,1410,1222
"3152",33,15,119,16,67,15,16,17,14,22
"3153",707,678,330,450,647,3582,384,429,370,440
"3154",2662,2105,1390,1332,1590,2227,2124,2290,1656,1678
"3155",75,44,43,52,28,27,23,16,197,368
"3156",39,33,20,248,76,19,16,51,2,224
"3157",486,59,3,402,68,316,177,8873,199,253
"3158",0,9,0,0,0,0,0,0,1,0
"3159",116,83,150,78,63,49,7,144,45,52
"3160",37,26,1,0,84,14,12,9,142,10
"3161",396,190,207,267,379,208,380,249,155,157
"3162",1,1,1,4,1,3,4,3,1,2
"3163",176,178,163,901,184,362,63,69,175,39
"3164",238,330,106,241,351,289,185,196,238,183
"3165",177,88,80,407,157,1779,133,86,46,220
"3166",10,5,4,17,8,4,0,6,5,5
"3167",2,1,7,0,7,8,7,7,5,5
"3168",2045,406,129,276,277,361,289,414,256,434
"3169",49,7,9,5,13,22,9,15,15,9
"3170",662,2122,562,1012,8668,1026,996,1036,731,1003
"3171",465,1284,2225,595,639,153,574,509,131,175
"3172",2169,465,235,353,332,328,321,396,326,257
"3173",3901,1363,1870,2835,1832,2641,1825,3686,1380,2908
"3174",719,7568,628,1022,509,702,1060,1333,940,415
"3175",19,38,52,39,26,33,8,49,23,34
"3176",13903,6876,6243,9288,9768,9147,9109,80795,11595,8952
"3177",736,483,180,357,565,1072,477,641,434,188
"3178",839,122,1001,346,41,233,984,288,487,379
"3179",10101,7255,1008,4215,5460,2472,1563,4132,3441,3376
"3180",583,396,298,653,788,308,351,478,397,723
"3181",1598,1981,622,1068,2034,8011,1173,1349,7235,903
"3182",17,49,20,14,10,19,8,20,10,5
"3183",55,14,62,71,204,72,53,213,78,142
"3184",6,4,3,6,5,4,4,4,6,29
"3185",2,1,2,2,0,3,0,1,2,5
"3186",15663,15539,10743,17021,13158,12254,13255,12410,13613,10573
"3187",2000,1207,5790,1605,1123,1762,703,1789,1073,1030
"3188",15,5,9,29,30,16,22,24,11,12
"3189",57,37,5,23,24,27,22,19,7,21
"3190",567,619,365,663,1017,3857,279,506,389,380
"3191",13,5,2,11,11,6,9,7,4,27
"3192",288,144,128,134,172,95,182,144,86,92
"3193",129,87,152,168,65,45,47,70,70,104
"3194",3775,1871,1228,2116,2341,1287,1601,1477,807,1076
"3195",1641,1432,1059,1418,870,612,1034,1329,1240,1612
"3196",12,21,5,84,11,7,12,14,5,2
"3197",11025,4984,6272,9887,5607,6644,4442,7094,4493,7408
"3198",132,154,104,173,206,99,414,162,156,65
"3199",815,498,348,584,386,506,372,475,2013,196
"3200",140,91,50,114,128,158,100,254,141,150
"3201",24,44,0,0,58,0,14,32,18,152
"3202",1,5,11,22,21,42,3,3,25,6
"3203",26,92,67,7,113,172,4,29,324,9
"3204",205,114,140,186,238,153,123,78,2649,293
"3205",46,187,140,368,84,264,99,3,0,82
"3206",42,1,10,46,3,11,5,76,1,33
"3207",50,106,62,320,1210,54,60,55,75,53
"3208",1597,516,738,1005,1585,1111,5776,780,521,652
"3209",3,19,5,9,33,11,13,17,6,4
"3210",309,145,87,169,270,225,526,376,105,98
"3211",6,1,0,8,0,21,4,58,0,0
"3212",1697,2706,1512,1774,2611,2766,1981,1283,1602,1187
"3213",1226,1391,758,1711,1027,1201,1295,1603,1050,803
"3214",3334,4683,2957,22427,15588,2948,2519,2875,2520,2760
"3215",120,35,36,101,1683,47,91,87,100,33
"3216",12634,867,340,1164,1406,482,723,793,1005,1279
"3217",282,233,195,242,345,162,357,204,265,221
"3218",408,300,82,263,368,174,1659,257,90,251
"3219",44,141,59,40,83,50,33,47,37,78
"3220",9018,7159,5097,6858,7333,4890,6068,7525,5282,6963
"3221",14991,2008,2297,2759,4007,1912,897,6105,10643,2147
"3222",1042,56,62,68,59,69,104,150,41,37
"3223",254,943,551,617,7131,296,2402,424,664,635
"3224",551,308,510,470,476,660,506,390,298,289
"3225",8,9,1,9,12,2,5,3,2,6
"3226",2188,1612,882,1492,1731,1329,1635,2060,918,1428
"3227",60,18,22,45,20,14,46,16,53,12
"3228",291,290,82,1338,176,179,222,127,156,254
"3229",0,11,3,0,6,7,2,5,2,0
"3230",3830,3801,3147,3612,2879,2639,3298,2810,2435,3468
"3231",4841,4514,1622,3520,3037,3516,3357,2804,2497,2352
"3232",210,204,105,185,201,2154,142,173,93,116
"3233",3311,454,8803,1089,1936,1567,3308,558,935,13103
"3234",502,674,305,943,784,513,478,602,249,225
"3235",83,49,65,85,73,65,101,73,83,69
"3236",3,8,2,14,27,0,9,13,0,3
"3237",117,122,83,99,258,53,148,167,186,112
"3238",15,8,3,0,18,1,24,3,6,0
"3239",4005,967,611,788,507,498,809,795,387,349
"3240",953,930,478,720,755,488,705,941,626,639
"3241",28,123,3,40,30,19,22,22,38,42
"3242",11455,11265,9178,11218,12372,6209,8218,6575,5971,7580
"3243",130,124,61,136,217,44,63,84,86,64
"3244",1,7,0,5,3,3,0,2,1,2
"3245",3084,1998,2133,2949,2715,2771,1264,3103,2034,2858
"3246",2,20,34,6,123,25,3,74,1,1
"3247",9,6,23,12,13,15,1,1,4,1
"3248",84,74,39,35,72,338,303,61,40,41
"3249",433,434,138,356,370,218,541,361,73,16
"3250",1360,1297,709,1192,1160,998,889,957,863,974
"3251",7,2,0,5,5,3,0,1,4,4
"3252",646,294,38,32,68,46,29,42,39,28
"3253",115,63,44,88,95,66,65,154,73,88
"3254",507,126,261,690,325,334,286,298,236,94
"3255",314,135,66,155,133,166,164,156,141,170
"3256",1715,841,767,977,1157,739,759,1221,484,929
"3257",70,68,56,435,102,80,57,84,52,77
"3258",183,193,159,163,247,174,131,1611,160,107
"3259",262,147,204,264,302,175,230,78,124,89
"3260",259,331,75,170,78,90,60,119,103,90
"3261",22,211,10,37,105,4,100,119,109,74
"3262",48,224,84,722,29,27,160,67,67,119
"3263",107,395,52,84,40,40,343,106,44,79
"3264",33,31,0,31,85,25,15,76,4,32
"3265",37,12,2,7,19,17,11,19,13,20
"3266",1883,447,426,606,1646,296,274,1281,385,572
"3267",325,66,133,84,263,24,120,185,40,43
"3268",4017,25045,2459,4672,3416,2929,18971,3016,3291,2502
"3269",41,43,48,230,35,48,23,68,32,49
"3270",4,7,3,3,3,3,2,5,2,3
"3271",3040,2602,1064,2019,2079,1495,1515,1207,1308,17845
"3272",722,567,326,888,942,578,405,531,403,755
"3273",27,44,7,57,33,28,23,9,26,31
"3274",147,159,66,159,50,294,64,405,14,107
"3275",295,3,9,34,47,177,67,499,92,323
"3276",962,826,388,821,604,502,465,467,372,446
"3277",1,0,4,0,2,0,4,4,39,0
"3278",9,190,9,19,50,1,9,11,13,4
"3279",621,647,449,966,540,2585,366,742,433,344
"3280",92,99,53,124,142,71,76,94,113,90
"3281",4343,3277,836,9380,5255,11162,27752,3944,1971,4597
"3282",593,664,597,3534,416,989,401,420,289,435
"3283",1064,2342,217,3447,823,1098,708,1184,649,2135
"3284",97,73,40,73,174,33,35,51,63,656
"3285",5,7,4,4,3,3,5,1,0,3
"3286",9,14,5,16,1,13,11,17,7,6
"3287",58,74,57,92,71,91,20,64,51,36
"3288",3,3,1,9,3,2,9,1,4,2
"3289",10,40,75,30,119,64,206,92,52,39
"3290",481,490,108,122,278,434,233,423,324,383
"3291",99,88,86,118,160,27,123,99,93,40
"3292",0,314,12,19,0,0,2,0,4,2
"3293",1093,1202,548,1062,9909,8227,804,1104,883,930
"3294",3150,1929,3085,5320,5418,1474,7532,4667,1204,5970
"3295",617,571,568,631,3564,3575,453,837,445,363
"3296",366,295,131,262,275,418,457,628,1060,271
"3297",3081,2901,2542,4709,3623,2807,3344,2595,2596,2554
"3298",693,551,297,475,416,3427,357,563,228,335
"3299",585,4449,329,534,428,393,485,503,310,629
"3300",2063,1310,1110,1345,1712,1174,920,1241,738,1123
"3301",2019,1934,706,958,2240,1859,2244,1291,1988,2134
"3302",319,354,210,173,296,112,85,245,144,119
"3303",225,402,277,241,118,307,420,653,360,310
"3304",1728,2820,1224,1201,1577,1184,1365,1827,7835,724
"3305",7361,4662,2615,5736,4752,4495,4452,4435,3344,3418
"3306",24,27,6,31,20,20,7,20,13,21
"3307",147,135,95,94,210,100,44,36,196,134
"3308",1609,1603,972,1997,1748,1986,803,1139,1452,1278
"3309",993,916,685,1011,8145,1120,704,931,662,689
"3310",96,64,99,391,352,364,166,283,189,414
"3311",526,650,254,599,729,316,530,510,282,418
"3312",107,127,75,119,64,657,102,127,109,82
"3313",81,30,25,96,53,695,48,36,84,15
"3314",22,64,67,33,8,334,63,106,74,55
"3315",44,34,23,37,35,17,20,26,11,21
"3316",26600,2815,1286,2292,2830,3757,1387,2471,1621,901
"3317",7,9,4,5,35,11,7,29,9,4
"3318",10,12,6,13,7,1,0,4,5,16
"3319",1842,2192,1668,2524,3336,1418,3106,2352,1855,1163
"3320",12,28,25,2,45,16,22,2,4,20
"3321",1465,3033,1725,2193,1726,1483,1273,1569,1810,1583
"3322",29,23,23,33,7,19,10,23,36,6
"3323",0,0,0,10,79,0,7,627,78,0
"3324",43,38,69,17,48,21,9,42,42,19
"3325",41,76,18,51,51,41,35,40,257,33
"3326",712,841,331,662,923,623,598,1019,600,586
"3327",122,15,114,43,58,74,17,107,61,13
"3328",3309,3154,1122,2986,1803,1537,5397,3213,1113,1208
"3329",29,298,17,0,0,3,0,0,9,9
"3330",58,35,116,21,33,8,37,26,11,22
"3331",148,68,112,349,196,173,64,179,123,85
"3332",213,135,77,1700,151,161,151,101,77,79
"3333",4591,3415,1549,3466,2829,3112,2807,2958,3021,2059
"3334",1570,1275,736,1176,1288,969,854,1133,874,1095
"3335",3,15,17,7,12,2,8,142,9,6
"3336",0,7,1,5,11,5,5,13,1,2
"3337",2937,256,242,494,305,209,265,213,102,198
"3338",49,42,68,116,129,116,128,103,45,67
"3339",2547,1701,1171,1483,1467,1055,1034,1451,1460,895
"3340",8550,5927,4227,6462,6353,7108,4947,5327,59651,6699
"3341",3,0,1,3,5,0,0,3,3,27
"3342",168,68,150,106,234,85,154,281,96,128
"3343",1142,720,980,1372,1634,1404,1914,832,912,768
"3344",2533,3437,1796,29735,4932,3265,3225,3086,19490,2541
"3345",667,736,568,711,737,643,442,536,458,395
"3346",16,15,7,46,10,38,36,207,216,19
"3347",1743,1593,1461,3378,1984,1117,982,2082,1122,1510
"3348",316,212,537,341,338,254,225,146,177,339
"3349",2266,13973,907,2496,2323,1116,1115,3133,1891,1332
"3350",386,4255,420,679,732,370,826,365,330,541
"3351",0,0,9,0,10,0,10,0,4,3
"3352",3364,6403,3667,4578,4084,3110,14995,4130,2775,4737
"3353",29,55,42,43,754,68,26,53,62,48
"3354",51,23,51,52,32,28,38,33,19,23
"3355",161,0,49,24,3,0,8,60,2,12
"3356",382,85,85,322,312,197,113,213,172,130
"3357",121,112,71,3,166,22,59,2,0,266
"3358",8976,5912,3263,4254,4343,3837,4501,3951,3669,3850
"3359",1036,14698,652,1490,1199,1428,6952,1340,1160,6607
"3360",2,4,2,11,3,2,16,10,13,2
"3361",6,9,11,10,74,7,7,19,6,7
"3362",383,195,303,709,242,391,173,245,92,252
"3363",564,873,823,545,505,634,213,522,679,175
"3364",17,9,10,61,4,8,33,10,33,10
"3365",26,38,42,23,15,16,69,36,17,13
"3366",531,86,22,53,58,4,6,44,7,25
"3367",251,33,35,216,97,50,143,509,72,31
"3368",33,28,18,33,29,27,17,26,34,134
"3369",19,11,11,11,5,260,11,15,37,11
"3370",27,0,2,2,0,0,0,1,0,0
"3371",56,30,30,41,29,28,5,28,17,96
"3372",265,35,30,47,43,205,34,24,19,14
"3373",35,95,14,41,40,27,24,59,20,122
"3374",304,782,197,185,317,233,213,487,162,357
"3375",9,8,13,15,0,8,100,21,20,13
"3376",5806,3636,3485,5765,4511,4850,3616,5736,2318,4617
"3377",1567,789,1141,1353,798,745,1129,853,516,362
"3378",74,101,79,57,144,49,64,113,56,710
"3379",12,12,3,3,24,12,11,2,14,2
"3380",690,607,319,807,631,390,265,353,337,400
"3381",58,51,21,20,64,16,31,32,8,176
"3382",2,1,1,13,20,1,6,27,7,22
"3383",2179,13546,1470,2233,1447,2430,974,2071,2046,634
"3384",2121,3293,1433,5118,2028,520,2372,1240,1388,1325
"3385",298,191,24,416,102,109,85,240,191,2790
"3386",14,8,0,2,2,2,1,3,5,8
"3387",2158,1733,1121,1215,2073,1319,872,2001,1708,1116
"3388",213,43,116,209,1031,208,88,103,153,47
"3389",195,46,69,84,113,45,57,99,24,50
"3390",118,58,83,131,210,175,47,119,97,41
"3391",51,13,85,163,22,25,8,0,25,0
"3392",30,47,3,9,27,24,27,14,11,8
"3393",9894,6633,2700,8042,3853,2486,3934,8140,4409,6616
"3394",354,958,184,582,512,706,447,380,446,345
"3395",205,358,226,331,405,221,310,417,363,362
"3396",381,169,212,242,250,279,146,395,191,132
"3397",5,28,6,14,3,52,10,16,12,47
"3398",79,62,18,39,30,30,34,17,35,30
"3399",2743,2337,1013,1622,1842,1669,892,1489,1483,1973
"3400",2441,2037,872,26381,4780,3040,1807,1780,2580,1892
"3401",0,19,30,1,8,22,4,41,3,2
"3402",58,8,29,4,28,32,49,21,43,16
"3403",61,89,21,19,57,20,32,53,91,27
"3404",20,1,64,4,5,5,3,12,4,1
"3405",885,14,8,56,36,23,13,68,43,21
"3406",686,618,119,4354,529,695,531,490,1324,510
"3407",29,14,11,17,19,32,3,34,14,10
"3408",280,257,168,239,300,311,192,263,184,234
"3409",18,14,9,17,20,13,13,17,14,13
"3410",33,23,28,55,34,61,16,23,294,38
"3411",2008,1390,1031,1926,1470,1495,1239,1395,1420,1528
"3412",2,13,7,39,1,8,3,0,50,0
"3413",267,243,144,201,127,190,154,157,142,101
"3414",3548,2232,1624,2409,3048,1899,2130,2716,1686,1411
"3415",559,669,374,624,450,151,730,191,364,728
"3416",1425,892,4343,933,3047,749,1548,15430,3831,656
"3417",62,177,50,89,123,104,195,92,61,54
"3418",102,85,65,132,45,78,53,71,13,39
"3419",497,641,382,741,460,588,661,560,290,607
"3420",30,0,19,20,4,2,1,7,12,0
"3421",1579,1405,398,889,1180,864,939,534,573,511
"3422",17,4,0,31,8,0,1,5,1,0
"3423",7796,5407,8425,6850,9310,5270,6848,4094,6012,6835
"3424",123,74,67,149,91,68,66,69,31,55
"3425",317,211,126,251,221,241,251,234,165,203
"3426",0,1,0,0,0,11,0,23,0,2
"3427",55,28,14,17,38,21,15,42,149,24
"3428",9,7,35,23,3,0,13,26,13,5
"3429",1,10,0,0,0,2,3,16,0,0
"3430",624,375,387,1755,656,109,642,691,821,372
"3431",27,32,27,64,43,39,20,32,26,21
"3432",5765,5782,3448,3291,4643,4530,4762,3465,1641,2984
"3433",430,328,212,242,947,184,250,217,463,172
"3434",510,451,1882,673,538,483,467,368,300,296
"3435",44,67,76,102,129,60,39,57,49,89
"3436",1064,846,625,662,1215,631,788,730,439,731
"3437",708,4264,291,165,515,315,331,364,288,227
"3438",95,63,66,171,204,127,90,92,78,121
"3439",10,0,3,26,6,9,0,7,10,7
"3440",28,22,17,47,32,34,12,42,32,25
"3441",27,15,19,18,33,41,27,37,19,16
"3442",97,27,23,99,99,51,21,17,281,29
"3443",3578,2969,3388,1908,3595,930,2325,4049,1297,1396
"3444",3486,3714,1873,1635,4222,2655,2232,4420,1811,2784
"3445",2176,277,729,10824,1183,1908,627,2379,646,13611
"3446",382,451,232,585,667,403,355,693,881,292
"3447",4216,3831,1452,2675,2203,2948,3130,2737,1210,2314
"3448",9,28,9,32,199,21,64,7,138,8
"3449",9,99,97,46,33,217,10,175,110,394
"3450",432,309,252,97,301,295,265,489,200,139
"3451",7,5,2,8,6,4,7,7,5,2
"3452",6,0,1,1,1,3,5,4,3,14
"3453",75,0,46,0,43,53,0,233,3,0
"3454",3026,3575,1550,3407,3537,3421,2697,2263,1588,2632
"3455",7,68,6,3,18,20,49,51,17,0
"3456",465,550,80,414,730,293,396,330,2233,448
"3457",534,549,243,616,576,413,389,440,328,413
"3458",24,12,13,11,77,41,22,12,5,10
"3459",8,14,11,6,1,16,210,15,17,1
"3460",17,35,1,275,20,10,347,23,18,6
"3461",2498,2809,1470,22215,1911,1299,2083,1993,1520,1348
"3462",923,777,633,977,3783,903,668,759,280,5707
"3463",65,34,109,71,22,90,44,61,18,49
"3464",103,130,0,0,4,16,38,0,11,8
"3465",71,34,29,178,313,29,158,354,22,21
"3466",992,717,416,500,868,395,623,658,4851,575
"3467",637,241,131,327,442,1857,333,393,369,232
"3468",6,5,4,6,13,2,5,6,4,8
"3469",149,70,30,28,309,45,39,98,39,88
"3470",24,6,10,29,21,8,28,26,19,21
"3471",15,21,4,8,53,21,2,19,11,8
"3472",190,510,170,416,42,0,3,3,17,142
"3473",6,15,15,24,17,21,14,7,9,15
"3474",91,35,12,44,19,21,6,0,20,21
"3475",137,358,81,127,278,37,74,194,101,202
"3476",222,86,34,132,316,57,53,142,30,122
"3477",971,393,219,492,620,302,510,578,447,237
"3478",309,167,149,243,208,170,155,316,225,243
"3479",51,129,168,68,101,129,39,76,40,22
"3480",2359,1648,659,810,2090,659,642,1914,744,1198
"3481",8,1,1,2,2,2,5,3,4,4
"3482",467,1826,266,419,698,210,489,676,283,161
"3483",51,46,91,212,120,115,221,253,33,273
"3484",30763,139662,16234,29473,35258,24843,20680,28210,13584,20140
"3485",120,239,92,335,258,295,89,151,230,248
"3486",74,19,56,45,67,49,42,56,18,37
"3487",1474,932,572,989,925,721,772,1140,734,747
"3488",28,0,0,1,7,1,0,3,9,6
"3489",1136,682,381,555,2881,717,579,3356,507,364
"3490",2953,2609,1146,2396,2127,13899,2347,2230,1559,2475
"3491",236,459,159,297,339,339,234,299,272,148
"3492",1322,1573,940,2390,1871,897,1371,1628,2017,1513
"3493",43,23,18,46,49,25,31,65,21,55
"3494",296,178,106,1849,278,146,133,147,66,138
"3495",99,36,68,54,42,66,5,111,80,46
"3496",516,777,579,855,541,425,528,833,621,3746
"3497",335,273,189,394,324,262,242,270,219,329
"3498",11219,5342,4576,52421,5468,6655,6415,6735,4591,4052
"3499",3,3,4,2,2,2,1,2,1,1
"3500",2312,2830,1392,2849,2621,1444,2359,2105,10759,2303
"3501",4,22,42,0,34,1,3,19,0,28
"3502",337,1233,674,1010,428,489,1092,977,862,1764
"3503",144,21,3,49,62,4,0,30,4,84
"3504",645,154,71,273,173,133,85,224,198,100
"3505",61,45,447,39,57,24,11,52,50,37
"3506",13,6,1,9,22,3,1,12,1,4
"3507",47,39,21,229,38,9,7,11,10,13
"3508",34,0,2,2,4,5,5,3,7,3
"3509",52,49,19,39,140,67,34,47,38,21
"3510",2521,1369,896,1415,2067,1457,1198,932,1333,2274
"3511",6,6,0,3,0,1,0,14,0,1
"3512",586,431,310,524,389,335,93,99,121,425
"3513",87,78,51,53,56,66,59,66,26,41
"3514",44,136,37,82,56,73,72,79,70,44
"3515",1271,121,70,85,863,60,58,104,59,70
"3516",24,27,12,9,10,10,17,15,4,15
"3517",10,15,8,24,18,9,4,21,10,30
"3518",39,25,11,35,12,27,20,25,9,27
"3519",20,76,9,65,47,49,38,73,65,30
"3520",170,218,231,760,216,132,67,307,157,91
"3521",2237,644,742,752,241,913,1935,1875,370,717
"3522",1550,1338,1119,1335,1365,1696,1355,968,5593,1023
"3523",136,91,98,76,723,63,60,811,87,86
"3524",1550,1801,1479,8692,2098,1132,1745,1231,825,814
"3525",2364,4586,1644,3572,2901,4373,1283,3124,1649,1463
"3526",0,22,31,45,28,0,0,2,52,92
"3527",1497,230,352,340,325,315,230,269,169,200
"3528",484,1081,64,763,114,89,49,646,93,190
"3529",3,21,15,4,9,19,8,204,1,31
"3530",265,198,158,227,254,195,148,242,185,191
"3531",2356,1268,1235,2928,1530,670,919,703,584,922
"3532",279,1120,88,120,213,119,151,161,95,123
"3533",3087,19279,1695,2439,2115,2010,1883,2123,1958,2351
"3534",6,1,7,2,0,13,0,3,3,0
"3535",15,18,78,16,24,13,9,29,13,23
"3536",1050,942,367,1461,6358,835,444,977,997,763
"3537",130,92,49,54,96,67,75,62,74,66
"3538",5,36,56,340,336,3,23,31,11,175
"3539",949,895,635,235,730,631,501,621,419,458
"3540",7328,1651,1348,1994,1247,1288,1042,1734,1205,891
"3541",0,4,1,9,4,2,7,8,8,8
"3542",231,194,119,297,124,94,121,251,138,254
"3543",14406,10510,4290,6133,10560,79100,7308,8890,4608,5592
"3544",5,3,8,4,13,13,28,8,11,1
"3545",16,35,40,209,29,28,46,21,47,22
"3546",2,0,0,0,5,2,2,18,0,0
"3547",4,4,2,3,3,1,5,8,4,1
"3548",29,37,10,23,27,3,23,41,13,8
"3549",16652,93299,7819,20448,20929,11512,9847,14322,10938,10505
"3550",31,25,7,0,15,6,0,0,0,6
"3551",1,0,10,0,0,5,9,0,0,8
"3552",434,309,326,287,425,305,369,488,299,420
"3553",2808,2425,1032,1870,2588,2664,1070,3475,1721,1262
"3554",144,133,107,46,112,68,59,78,65,64
"3555",1270,115,185,71,90,98,177,218,26,55
"3556",63,70,26,31,65,79,44,111,101,50
"3557",19,18,11,7,9,7,8,165,31,0
"3558",115,118,32,132,50,33,59,89,7,19
"3559",1315,696,377,4358,676,758,599,4553,459,595
"3560",152,121,107,81,84,105,48,69,95,129
"3561",145,5,7,48,28,12,180,59,15,6
"3562",153650,3095,2527,1988,2192,1347,3084,25294,2827,1077
"3563",149,81,23,63,72,60,123,71,52,65
"3564",167,222,162,403,151,156,381,194,280,250
"3565",156,89,39,90,37,31,47,43,42,59
"3566",282,1185,396,467,1051,495,513,491,4076,1242
"3567",14558,3196,2359,4543,2667,2969,5158,2998,2265,3341
"3568",491,527,324,493,4184,494,862,355,410,391
"3569",36,0,3,17,1,7,0,0,7,8
"3570",3911,3177,2096,1954,2708,3552,2283,4188,3588,2097
"3571",2,0,0,14,17,30,10,50,12,2
"3572",254,200,127,373,194,134,137,138,80,117
"3573",263,654,196,319,355,216,145,316,164,392
"3574",15623,1180,823,1390,1179,8123,819,1105,1233,935
"3575",420,120,112,143,189,278,468,347,135,152
"3576",2050,2832,3278,2529,2129,3107,3976,3685,2616,2707
"3577",233,113,67,143,96,158,170,274,95,96
"3578",12,1,1,8,3,5,0,8,8,4
"3579",3650,419,210,780,263,288,1347,269,95,79
"3580",10729,8793,5923,9791,10694,8431,5948,10462,5465,7544
"3581",277,432,142,285,241,306,341,246,180,176
"3582",418,120,74,97,200,159,130,336,174,173
"3583",100,112,83,84,115,98,56,122,89,78
"3584",250,140,135,300,135,175,132,297,158,117
"3585",17,33,27,13,19,5,9,35,11,13
"3586",0,134,42,47,37,7,34,2,50,11
"3587",547,329,182,690,182,542,381,475,74,453
"3588",198,212,146,319,257,242,208,191,92,187
"3589",2,7,2,5,4,3,3,4,2,3
"3590",2887,1831,1355,2721,2755,2777,1977,2762,2663,1813
"3591",332,133,46,95,119,125,941,2077,888,32
"3592",5,0,1,3,0,0,4,1,0,0
"3593",67,48,86,53,23,22,93,52,20,28
"3594",612,354,340,547,589,304,516,197,261,169
"3595",32,59,19,13,34,30,45,42,2,20
"3596",2076,400,273,270,273,290,263,283,203,311
"3597",274,241,271,1306,4382,4727,210,358,746,127
"3598",59,104,55,57,140,56,49,76,61,50
"3599",34158,3382,2899,2575,5046,2642,10141,2188,2077,3252
